time_s,left_depth_m,right_depth_m,insertion_depth_m,face_gap_m,offset_y_m,offset_z_m,orientation_error_deg,blades_fit,contact_force_n,other_contact_force_n,left_contact_force_n,right_contact_force_n,contact_count,max_penetration_m,grasp_contact_force_n,grasp_penetration_m,speed_m_s,angular_speed_rad_s,valid_pose,relative_qw,relative_qx,relative_qy,relative_qz,velocity_wx_rad_s,velocity_wy_rad_s,velocity_wz_rad_s,velocity_x_m_s,velocity_y_m_s,velocity_z_m_s,target_travel_m,hold_s,holder_fx_n,holder_fy_n,holder_fz_n,holder_tx_nm,holder_ty_nm,holder_tz_nm
0.0,-0.005888996235655395,-0.00611587751934008,-0.00611587751934008,0.022,0.0,0.0,1.0,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,0.9999619230641713,0.0,0.0,0.008726535498373935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.010000000000000005,-0.0058769272844019435,-0.006103831450328889,-0.006103831450328889,0.021987941998260086,2.4539792764465198e-08,0.0,1.000100865818303,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.002797586459571921,0.00028090532105359183,False,0.9999619153825102,4.500880977262095e-37,3.927754948292834e-39,0.008727415685170516,4.3381011173232565e-34,7.572240694113389e-36,0.00028090532105359183,0.0027975864457738925,-2.778531144190008e-07,-5.092741028541899e-42,0.0001,0.0,0.011129524028498872,2.9922651942480687e-06,2.1572023566747892e-41,-9.496004160905699e-37,-1.6575700105176386e-38,-7.546012752781085e-07
0.020000000000000014,-0.005830913200661928,-0.006057844811958351,-0.006057844811958351,0.021941941047496465,6.00767101360028e-08,0.0,1.0002218460838532,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0060511838150045264,0.00011489253706453568,False,0.9999619061679662,-1.3406623327822462e-21,1.5358945664687338e-19,0.008728471396939632,-6.308836181212028e-19,3.6134565447874403e-17,0.00011489253706453568,0.006051183798543378,4.463394078383135e-07,1.4456028966461836e-19,0.0002000000000000002,0.0,0.007980622192278054,-1.9829945903911644e-06,-8.673617379876047e-19,1.8673291190107907e-21,-1.0695831523395041e-19,-7.097699834924503e-07
0.030000000000000023,-0.00575894088607087,-0.005985874516616908,-0.005985874516616908,0.02186996969914055,6.660896285026072e-08,0.0,1.0002307470155454,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.008044103669519628,5.549810585205219e-05,False,0.9999619054899771,-3.075815057993283e-21,3.5235228134305096e-19,0.008728549069262922,-6.309259005844092e-19,3.613456470991828e-17,-5.549810585205219e-05,0.00804410366466497,2.7946871024256925e-07,1.4456028966567144e-19,0.00030000000000000046,0.0,0.0043695150799582805,-2.3962351583465613e-06,-8.673617379935812e-19,2.7001244356008553e-21,-1.5465594112046906e-19,-3.8668555532099346e-07
0.04000000000000003,-0.005672479585465032,-0.0058994012858089445,-0.0058994012858089445,0.021783502689784462,5.294826056647434e-08,0.0,1.000178158215776,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.009077589596005962,0.00010925416712027132,False,0.999961909495611,-4.8108096941155615e-21,5.511151074215046e-19,0.008728090162891658,-6.30897236836297e-19,3.6134565210951075e-17,-0.00010925416712027132,0.009077589595940726,-3.441471244151973e-08,1.4456028966729552e-19,0.0004000000000000007,0.0,0.002162941146649784,-8.279325821741928e-07,-8.673617380032787e-19,3.532741668250061e-21,-2.023535701172991e-19,-1.6242568344714633e-07
0.05000000000000004,-0.005578782412145617,-0.005805690310325632,-0.005805690310325632,0.02168979891194097,3.485554128076063e-08,0.0,1.0001173177360345,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.009576368157927848,9.767141829461582e-05,False,0.9999619141295044,-4.810657887716232e-21,5.511151087522531e-19,0.008727559249768957,-7.734784600537847e-24,-1.3369353419267392e-25,-9.767141829461582e-05,0.009576368156786932,-1.4782304526927526e-07,4.286157593037913e-30,0.000500000000000001,0.0,0.001019720957286127,2.2702420667716974e-07,-2.5231981891593136e-29,2.3087739426942198e-21,-1.3225251408484409e-19,-5.367081494372429e-08
0.060000000000000046,-0.005481656967284958,-0.005708554141475811,-0.005708554141475811,0.021592668335492452,2.024936419245844e-08,0.0,1.0000700459719971,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.009808373955471312,6.826694555312408e-05,False,0.9999619177297464,-5.046948949517989e-21,5.782191331082655e-19,0.008727146741516707,-6.307605329786654e-19,3.613456759830133e-17,-6.826694555312408e-05,0.0098083739547131,-1.219575046818446e-07,1.4456028967031314e-19,0.0006000000000000012,0.0,0.00046823468629180603,5.225267083514712e-07,-8.673617380215829e-19,3.6459069886551906e-21,-2.08857798776239e-19,-1.1296286912971262e-08
0.07000000000000005,-0.005382952373596459,-0.005609842548482017,-0.005609842548482017,0.02149396039252668,1.0731984001686447e-08,0.0,1.0000391927606103,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.009914096000128372,4.198384829013912e-05,False,0.9999619200794511,-5.283234540129127e-21,6.0532315751291525e-19,0.008726877506708095,2.3571472576525156e-23,4.132465862369298e-25,-4.198384829013912e-05,0.009914095999936352,-6.17041946296025e-08,6.277816446326199e-30,0.0007000000000000015,0.0,0.0002117770283160611,4.414069512234069e-07,-3.7521391895920593e-29,2.5356540369486327e-21,-1.452609618056841e-19,1.614967661622204e-09
0.08000000000000006,-0.005283531973314354,-0.005510418015544943,-0.005510418015544943,0.02139453801470226,5.287461509375703e-09,0.0,1.000020975856105,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.009961698593503342,2.3867790785300198e-05,False,0.9999619214667724,-5.440711176599066e-21,6.233925075302638e-19,0.00872671854028008,2.3124748678984604e-23,4.054985859779358e-25,-2.3867790785300198e-05,0.00996169859349034,-1.6094571357586862e-08,6.600133759657288e-30,0.0008000000000000018,0.0,9.49303007032054e-05,2.752069900464826e-07,-3.9538933043526017e-29,2.6112903832474452e-21,-1.4959711087819203e-19,3.807841251576239e-09
0.09000000000000007,-0.005183790173116397,-0.005410673927172711,-0.005410673927172711,0.02129479511957516,2.447695280170096e-09,0.0,1.0000108894945492,True,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.009982979276921516,1.2883636893482162e-05,False,0.9999619222348952,-5.519396810240708e-21,6.324271830034324e-19,0.008726630523522374,1.8772697046588683e-23,3.2954919889898796e-25,-1.2883636893482162e-05,0.009982979276919145,6.87950252929277e-09,6.729888970189192e-30,0.000900000000000002,0.0,4.2323728093068835e-05,1.4178150737037183e-07,-4.0355788533051823e-29,2.649103943165618e-21,-1.5176518549608617e-19,3.019160385925221e-09
